Country Name,Country Code,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Nicaragua,NIC,6.754105532,7.180938321,7.372555706,7.283202735,7.12296481,6.91831627,6.625226235,6.669552232,6.466596397,6.128117255,6.032045145,5.909696363,6.079153796,6.068727445,6.025801781,5.872108459,5.58537852,5.393022806,5.302046819,5.484518759,5.360268437,5.220408591,5.313345294,5.442103222,5.245786443,5.429633179,,,,
Netherlands,NLD,5.693791074,5.868870388,5.686415581,5.665172992,5.537010165,5.717553509,5.818330985,5.406838759,5.211959567,4.878719039,4.72271011,4.758227764,4.817145816,4.971925059,4.953732889,4.768179223,4.554004701,4.386657031,4.276487633,4.350821203,4.589628585,4.184879854,4.254015822,4.245298958,3.964626966,3.936630335,,,,
Norway,NOR,4.803080186,4.811885226,4.722637995,4.88796137,4.555568429,4.459649961,4.117832346,4.138884945,4.212438091,4.324803014,4.155558128,4.181184834,3.828962464,4.116148491,3.872845281,3.821573586,3.782501584,3.731163171,4.335181654,4.285106169,4.612485002,3.770386679,3.886798886,4.231432427,3.579962265,3.753460068,,,,
Nepal,NPL,10.79127995,10.47381357,10.30579497,10.18577078,9.746334437,9.716169789,9.446465111,9.283220331,9.245502041,9.341999226,9.286283399,9.152637198,9.243012618,9.143759557,8.860626247,8.852740494,8.563978075,8.442045255,8.234679016,8.110632629,7.965681556,7.972062153,7.272665998,7.765712652,7.603696352,7.423828804,,,,
Nauru,NRU,,,,,,,,,,,,,,,,,,,,,,,,,,4.365009694,,,,
New Zealand,NZL,6.658071919,6.899460169,6.976538448,6.908593775,6.80738246,6.602061348,6.595825523,6.755793975,6.622228554,6.529227422,6.572280068,6.358901583,6.071313192,5.727209561,5.655760862,5.34330434,5.193703491,5.105401788,5.253548488,5.322621074,5.507306318,5.342508053,5.455091058,5.414810989,5.519838785,5.423574888,,,,
OECD members,OED,6.563557415,6.565087224,6.509958979,6.512632417,6.426820421,6.407809904,6.396418866,6.228627198,6.079209133,5.990147851,5.883339806,5.791335944,5.73368828,5.691411284,5.610879843,5.491172645,5.329872329,5.214586983,5.134593573,5.090167245,5.106360975,4.914733431,4.819358648,4.781088404,4.605383088,4.486285864,,,,
Oman,OMN,2.782276564,3.630432264,3.129418927,3.208349413,3.143905933,3.024645107,3.01735112,3.060581619,3.00300964,3.116299432,3.178546759,3.085899913,3.280900338,3.59145517,3.630645605,3.983995168,5.889782058,6.467200897,5.28671552,5.034144968,5.684675392,6.759226652,6.788109055,6.742517869,6.383538199,6.30342699,,,,
Other small states,OSS,6.301777464,5.871350222,5.999583565,6.027526519,5.964798809,6.560218293,6.539450236,6.503479917,6.37726345,6.301896111,6.388084304,6.401177903,6.416895878,6.518555763,6.254489482,6.157997523,6.194710823,6.120951306,5.942688261,5.809187579,5.774477519,5.611668712,5.829932681,5.963172325,6.109710192,5.942420927,,,,
Pakistan,PAK,5.46012941,5.329130968,5.270224154,5.442344789,5.461819078,5.434871724,5.455327655,5.544132721,5.523275111,5.625939313,5.540251451,5.521178773,5.408805309,5.39291391,5.384772911,5.185951566,5.088104961,5.113627278,4.943676274,4.879831569,4.872116267,4.777466011,4.668987546,4.582161552,4.536274806,4.422162716,,,,
Panama,PAN,3.283896806,3.253459674,3.427618885,3.297168136,3.375855104,3.366335288,3.499910375,3.417223223,3.691872196,3.501825508,3.453413381,3.892759656,3.459919342,3.324057973,3.04942992,3.172606793,3.123461778,2.651243362,2.447221283,2.658376928,2.689571496,2.610214691,2.467252484,2.2733083,2.273620638,2.173534444,,,,
Peru,PER,3.545274997,3.402228062,3.326771702,3.374516582,3.112574699,3.095732169,3.101616195,2.819679601,2.977580653,3.125452837,3.034658658,2.910748235,2.778525985,2.614532223,2.755772784,2.747871861,2.481283283,2.474028161,2.377460739,2.466501686,2.693450247,2.575378852,2.61583612,2.461884199,2.782416771,2.790988421,,,,
Philippines,PHL,4.838516619,4.85965389,5.063625818,4.954976699,5.086594911,5.090578117,4.973808569,4.976475591,5.149299189,5.127710561,5.082190456,4.729416972,4.625427235,4.417670178,4.127130576,3.94546368,3.721485085,3.497537436,3.484792366,3.280424981,3.224238439,3.13116203,3.121773525,3.019861074,3.034443781,3.12231564,,,,
Palau,PLW,,,14.18468455,16.21720374,15.15451163,13.52500686,12.49795691,12.25038251,12.04323146,12.88457593,13.42125844,12.86447186,12.05716102,12.96241364,12.20128033,12.45609504,12.88166887,12.73981878,13.12819827,14.0538947,13.87617425,13.27263555,12.70491173,13.26227754,12.9859978,10.23860715,,,,
Papua New Guinea,PNG,13.18881297,11.92259107,10.44229664,8.757987917,8.674463557,8.835008392,8.451785794,9.199820718,10.04797632,9.41968678,9.897982668,10.62949236,11.04995634,11.39923388,11.74550297,11.36402051,11.27651686,13.17353385,10.98175073,10.65684195,9.495244539,9.06495556,8.15835338,8.523495984,7.942183629,9.283181838,,,,
Poland,POL,11.17156929,11.76935313,11.20257006,11.06015027,10.01110884,9.678595264,9.479965128,8.736214772,7.747359027,7.221162709,6.635917663,6.600474153,6.441624547,6.379152563,6.084547668,5.950203906,5.884537714,5.465546823,5.337846448,5.005002724,5.151667136,4.93306577,4.698252972,4.6351435,4.254309584,4.135685203,,,,
Pre-demographic dividend,PRE,8.073112091,9.27758486,9.667934998,9.886641766,9.991175495,9.922987714,9.621400179,9.444476976,8.383141351,8.023708765,8.114532393,8.175100785,8.229792681,8.489978906,7.202919761,7.028716616,6.624284991,6.388967102,6.205646838,6.129631628,6.135486305,6.181307669,6.095003635,5.942885936,5.805173735,5.80364492,,,,
Puerto Rico,PRI,0.011275365,0.011579202,0.011511207,0.005135702,0.001634483,0.003414094,0.004678502,0.002991426,0.003013318,0.0047237,0.101057041,0.166451833,0.163811695,0.191315853,0.170965525,0.169998913,0.178640384,0.192605111,0.214153321,0.20643076,0.214270628,0.213593375,0.39416522,0.457345506,0.490594393,0.407346612,,,,
"Korea, Dem. People’s Rep.",PRK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,PRT,3.470078787,3.361301633,3.538168345,3.561695968,3.618829445,3.837238768,3.671332081,3.703239522,3.818735996,3.944905284,3.827118794,3.782520915,3.91043076,3.839451792,3.878131314,3.943466025,3.691442954,3.627036528,3.526733381,3.586701625,3.397078909,3.364036468,3.289445383,3.339425067,3.274580852,3.344354013,,,,
Paraguay,PRY,5.057747413,5.045183165,4.940662443,4.888743161,5.073467402,5.200261764,5.239108547,5.464799073,5.390556913,5.21494202,4.997293716,5.128835822,5.085908659,4.975224702,4.826751188,4.674085907,4.595576815,4.517993609,4.45191088,4.696388975,4.446808186,4.322021541,4.485031816,3.888625459,3.884101393,3.952608021,,,,
West Bank and Gaza,PSE,4.68898226,5.006622311,4.163586762,3.860843178,3.430424733,3.191502369,3.129178644,2.308957083,2.788105526,2.236624619,3.057624613,2.802563242,2.864705028,2.822862067,3.664472315,3.864562054,3.589805055,3.783261767,3.966954,3.352303805,3.375634007,3.430629109,2.959543954,3.245115158,3.700452733,,,,,
Pacific island small states,PSS,4.795167558,5.103317608,4.935500375,4.819544864,4.90077121,4.565673254,4.595185081,4.341674713,3.982174367,4.192196045,4.534513608,4.824674275,4.463766959,4.635646589,4.887705123,4.383302287,4.543445854,4.404299408,4.040797728,3.84127448,4.14685266,4.014443054,3.861222031,4.010141171,3.950953595,5.019203549,,,,
Post-demographic dividend,PST,6.94364557,6.944148964,6.838636849,6.826132269,6.712060573,6.674173209,6.653938081,6.479007138,6.331885101,6.229104717,6.120811608,6.010632371,5.947172194,5.904630123,5.827390876,5.683863426,5.501755441,5.379659976,5.294468684,5.224638465,5.264271459,5.059898319,4.950576563,4.907514371,4.756242061,4.628293311,,,,
French Polynesia,PYF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,QAT,8.027151038,9.032533487,8.483509967,8.920843882,8.82897588,8.933646728,9.082155554,8.219875239,7.752096729,7.883523836,7.041309339,7.489185821,7.903883065,7.889175815,7.802981605,7.259404548,6.763879767,6.477608631,5.656750005,5.383261471,5.134314101,5.126774281,5.950003528,6.026019093,6.475978234,6.402925539,,,,
Romania,ROU,10.04712767,9.513684108,9.506021831,9.125849062,8.28198244,8.371858987,8.25522055,8.157015144,7.617936399,6.75852345,6.593644658,6.346869065,6.250037931,6.138751837,5.544443478,5.309763886,5.085161695,4.737413918,4.351854865,4.122855639,4.173795061,4.221597868,4.09292985,3.609106831,3.483,3.52,,,,
Russian Federation,RUS,12.02680225,12.54987036,13.4115404,13.86382261,13.86789521,14.01992247,14.39345725,13.56170884,13.98721859,13.61630559,12.58730947,12.10772743,11.50582783,11.10584789,10.39552561,9.837512177,9.36060693,8.649154521,8.411842442,8.575950454,8.731413434,8.781517477,8.695251466,8.456537082,8.345606024,8.413217751,,,,
Rwanda,RWA,5.727151955,5.758581475,5.445525264,5.942509896,10.39852429,13.7916915,13.05173752,14.29084898,13.29738826,12.8872115,8.370568375,7.710605458,6.788170543,6.676198719,6.237605348,7.690741492,7.238750248,6.982383651,6.510358138,6.342632928,6.142846261,5.936161461,5.691382477,5.632372999,5.337639351,4.884855418,,,,
South Asia,SAS,7.507873996,7.641547721,7.511967443,7.403271293,7.245930198,7.154027679,6.918535138,6.925241078,6.720400178,6.588652213,6.494397722,6.331177741,6.243436448,5.984904894,5.857251388,5.589397542,5.404440439,5.276886523,5.291267489,5.355625489,5.130789896,5.022320532,4.966511177,4.77786576,4.750241608,4.555715038,,,,
Saudi Arabia,SAU,4.199749732,4.480860288,4.879205583,5.063858361,5.293044263,5.312458813,5.500502853,5.112896588,5.298561716,5.434887751,5.419053656,5.532314767,6.119423104,5.751648456,5.602506547,5.343217062,5.608051282,5.46733384,5.625223189,5.880699195,6.248226565,5.456653613,5.823954147,5.441253121,5.809792569,5.798652183,,,,
Sudan,SDN,9.849468699,9.143727191,8.573597556,7.962679134,9.13771021,8.652987571,8.36858451,7.732291701,7.496408957,8.072619289,7.175591513,7.057883578,7.199373332,6.496100584,6.250974714,5.924198673,5.781517441,5.013360414,4.72534466,4.734527711,4.67527841,4.75433506,4.179895352,4.133582426,3.96863328,3.956806753,,,,
Senegal,SEN,5.042077574,4.879158489,5.122780444,5.039808029,5.006493512,5.031980395,5.051840513,5.194418815,5.179365268,5.133855536,5.29197211,5.469317754,5.517757262,5.025003269,5.079169671,4.906138102,4.800468318,4.907960328,4.9413184,5.786055169,5.66028068,5.889993989,5.596656789,4.987345539,5.056820743,4.976766802,,,,
Singapore,SGP,4.617609834,4.905921216,5.198410074,5.716320828,6.260213763,4.990221013,4.844515216,5.022517722,4.642909799,3.981064133,3.75795729,4.327708084,4.12580593,4.77701203,5.235130816,3.420339644,3.37547957,2.865465217,3.233667825,2.802426663,2.910626213,2.833207416,2.706392067,2.618099836,2.4848573,2.394855513,,,,
Solomon Islands,SLB,9.404836752,8.872137744,7.80862408,7.448062352,6.762182689,6.431229132,6.329627233,6.422084286,6.309530688,6.52010996,7.605177348,8.397523969,8.639428176,8.240573139,7.857591687,7.453521864,7.024490124,6.688854291,6.326339213,6.762542585,6.391114584,5.693211123,5.466942238,5.358363623,5.32672044,5.017832858,,,,
Sierra Leone,SLE,9.316257274,9.091924975,10.78536666,10.48987295,10.56809551,11.57533122,11.50425471,12.94032746,13.00451745,13.53163588,13.12391801,14.60746013,11.627653,10.77948119,10.11860971,9.512530569,9.39427261,8.584747353,8.190858191,7.875472027,7.624164664,7.502895182,6.721948657,5.819404251,5.725464982,6.996643751,,,,
El Salvador,SLV,4.342137749,4.609304991,4.473884308,4.386155532,4.380436058,4.377789396,4.113714665,4.367191121,4.330088254,4.343281842,4.448159347,4.575514687,4.558238815,4.651343419,4.529658524,4.499840063,4.54802606,4.143441435,4.108753688,3.972825202,3.954198053,3.90581408,3.774725107,3.498971442,3.516454456,3.649268953,,,,
San Marino,SMR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Somalia,SOM,23.56889372,24.41525195,29.20966027,29.5069319,38.1232525,39.0152809,38.88776276,41.52828223,41.622151,41.6744668,40.9949666,41.3391511,41.58258049,42.02764569,41.94011899,41.89977318,42.38316824,42.10351796,42.87839846,43.15567078,43.35269543,42.89679146,41.93560631,40.87307325,40.06923885,,,,,
Serbia,SRB,7.231833173,6.944413967,8.92650049,10.9678909,9.802114755,10.56534768,12.39657026,12.1911437,11.87269618,9.863354895,9.878057363,10.25665825,10.16757394,10.19365727,10.16757897,8.555727345,8.654739695,7.954323183,7.65701451,7.116223981,7.28756047,7.451384441,6.764597061,6.759756249,5.936982935,6.55752524,,,,
Sub-Saharan Africa (excluding high income),SSA,9.86529304,10.14584471,10.25338084,10.55155671,10.54657689,10.63987396,10.39798209,10.27910738,10.13597228,10.22836836,9.983330853,9.92934705,9.791745002,9.710103409,9.126636694,8.837349839,8.430035653,8.202421522,8.098330557,7.909311917,7.727241732,7.611960757,7.472311415,7.274764184,7.108904253,7.053517931,,,,
South Sudan,SSD,,,,,,,,,,,,,,,,,,,,,,,1.37431574,1.277479578,1.298348898,1.08609817,,,,
Sub-Saharan Africa,SSF,9.859546226,10.13996967,10.24687778,10.54434918,10.53971621,10.63319619,10.39175423,10.27322054,10.13043365,10.22337339,9.979101276,9.926022149,9.787922817,9.707019105,9.125674691,8.835769694,8.428560522,8.200098176,8.096598447,7.906948537,7.72439833,7.608458168,7.46934924,7.271686055,7.106238887,7.050619867,,,,
Small states,SST,6.901497143,6.524931289,6.807464188,6.711022147,6.625807237,6.938514753,7.076382768,6.893742907,6.954693704,7.049164341,6.997768691,7.099168063,7.073143512,7.205007843,6.976847327,6.977690449,7.03037578,6.958307239,6.654965809,6.558312612,6.576455622,6.368631292,6.491492424,6.616035523,6.64444315,6.52196861,,,,
Sao Tome and Principe,STP,5.712973049,5.896976913,5.742768162,5.752504099,5.650100823,5.608593409,5.593962844,5.606360317,5.673555873,5.592706234,5.77187912,5.569436762,5.7065574,5.757739633,5.910490395,5.727733691,5.377780461,5.239334801,5.070033,5.042714917,5.083857066,4.973824767,4.997054975,4.813190921,4.606869765,4.663174066,,,,
Suriname,SUR,5.106241709,5.598999835,5.661638912,6.052681323,5.883621356,5.895101136,5.878931443,5.638448045,5.546598202,5.651136845,5.712009941,5.850146526,3.919590788,3.944495949,3.955738419,4.334267467,3.967095403,3.570884071,3.621668119,3.530472285,3.994563097,3.696270101,4.001410974,3.453289389,3.44134072,3.394167702,,,,
Slovak Republic,SVK,11.82573697,12.41000574,12.56848341,12.1055021,11.18870285,10.77890162,10.26824957,9.691903403,9.03810914,9.107441698,9.044591341,9.173748095,8.842543191,8.346207721,7.807542242,7.528354487,6.870147029,5.934372735,5.765998043,5.572801855,5.650174788,5.346653255,5.056722544,5.072218552,4.524089445,4.478552766,,,,
Slovenia,SVN,6.395311501,6.831311625,6.710214955,6.83924818,6.754584857,6.997735305,7.045633538,6.967856303,6.616427543,6.267542494,6.00162942,6.122699725,5.979481153,5.88412028,5.817750927,5.720648914,5.436401021,5.089031448,5.211418468,5.197434509,5.278509458,5.239077827,5.179064312,5.099105199,4.745000232,4.582203127,,,,
Sweden,SWE,7.471663062,7.797630422,7.540572082,7.693693112,7.899381712,7.690234044,7.750892458,7.338657234,7.166289236,6.732388611,6.095638635,6.377362766,6.402614164,6.112656444,6.087581909,5.805964633,5.399464197,5.206357479,5.18758724,5.008551656,5.297651892,5.052453967,5.099592903,4.961405777,4.713804978,4.269061194,,,,
Eswatini,SWZ,3.650774815,3.446277043,3.204195847,2.810700853,3.699896184,3.376309283,3.21544332,5.868107061,5.966707855,5.971175774,5.65295536,5.437906712,5.461338262,5.266882612,5.044134111,4.979183879,5.461796541,5.390078091,5.362866371,5.148108953,4.799613646,4.698757337,4.868285401,4.885390941,4.995411386,4.611645818,,,,
Sint Maarten (Dutch part),SXM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seychelles,SYC,2.227833517,2.463135038,2.309104441,2.319056643,2.566978604,2.547271744,2.828035922,3.655771002,4.242938918,4.894432168,5.368396677,6.050062015,5.101757001,5.51127828,7.688655388,6.534532185,6.343110985,5.026751775,5.545054363,4.263069482,3.34425546,2.369722555,2.870490545,2.524878058,2.978451629,2.641402995,,,,
Syrian Arab Republic,SYR,9.612556454,9.706159552,8.183653173,7.819884448,7.610283408,7.520124759,7.229514685,7.474297056,7.799538818,8.051342958,8.025361813,7.932310989,7.641819444,7.635093015,7.464317487,8.45143951,8.369588882,8.290465842,8.096375232,7.111935152,6.929305357,6.791599559,6.531657245,6.799311288,4.449796296,4.025233106,,,,
Turks and Caicos Islands,TCA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,TCD,6.783096371,6.185905548,5.918490558,7.305927966,6.792707978,6.845701098,6.876449891,6.696877485,6.42565954,6.651703857,6.893429076,6.282949111,5.894251142,5.490574928,4.176567825,3.645844759,3.681716453,3.661664897,3.644778802,3.538281625,3.176705608,3.228463223,3.014008003,2.925606744,2.787178174,2.78131878,,,,
East Asia & Pacific (IDA & IBRD countries),TEA,13.0544571,12.00550348,11.28292508,10.83160269,10.2298405,10.03903281,9.551872342,9.046666013,8.976635255,8.688813142,8.420428209,8.194765841,8.098838849,8.338432651,8.619169931,8.587006547,8.386388472,8.047555589,7.666011991,7.584969844,7.58967231,7.429401162,7.188697569,6.958319579,6.398911781,6.072870409,,,,
Europe & Central Asia (IDA & IBRD countries),TEC,12.31285544,12.78029075,12.9770006,12.91633529,12.72447204,12.52849801,12.34309242,11.57947635,11.44738441,11.17623058,10.50483599,10.2292666,9.852281135,9.621081191,9.025479889,8.508398134,8.162628791,7.667122138,7.440288854,7.289849253,7.429391329,7.36200483,7.220849082,6.905138235,6.580548753,6.456877186,,,,
Togo,TGO,10.34434554,10.66953881,11.24773497,13.31019858,13.09110921,12.77638788,13.16254032,11.34194293,12.40888669,13.84360415,13.92323211,14.12002824,14.75778047,14.84913072,14.69422739,14.80194331,14.19571922,14.40676443,14.69323307,17.26495194,16.59950038,15.91775064,15.13636209,14.94961113,14.62049829,14.33932667,,,,
Thailand,THA,4.666584757,4.668058894,4.601507372,4.485389691,4.59263752,4.645335049,4.916372524,5.14979401,5.227625898,5.336977491,5.231108053,5.204043742,5.421415036,5.47901368,5.570389185,5.496961683,5.339981522,5.279345045,5.331175734,5.350945147,5.445867154,5.394456439,5.393804303,5.648072775,5.556494468,5.411958252,,,,
Tajikistan,TJK,11.53969618,11.86694542,13.6566302,12.79086998,12.4651561,12.72536277,14.74903293,14.45364815,14.4303277,13.83832518,12.26567088,10.98605412,9.945936828,9.131551201,8.953175961,8.374768261,8.070238782,8.001229914,7.056002431,5.907002154,5.660050366,5.285139714,5.287200489,5.456601129,5.064901788,5.010324752,,,,
Turkmenistan,TKM,23.93786625,21.7739615,17.49073517,17.41887959,26.7007907,29.60920062,24.2431467,27.39758943,26.75478316,27.19140009,25.8659556,25.25923617,26.28750384,28.38120497,28.22021169,25.99575418,23.99271781,24.61682156,21.71572452,17.97276469,18.77808987,17.81071504,16.5886461,15.44656156,14.29510486,13.86409096,,,,
Latin America & the Caribbean (IDA & IBRD countries),TLA,4.46886974,4.421680224,4.413748239,4.27506149,4.301499572,4.28689163,4.322993235,4.266930483,4.311931858,4.367489868,4.25494364,4.286294689,4.356236597,4.382861269,4.30667234,4.280508733,4.244896053,4.083809762,4.054268035,4.099885673,4.076579746,3.977436187,4.026539547,3.987551547,3.975981614,3.874336037,,,,
Timor-Leste,TLS,,,,,,,,,,,,,2.913065881,2.937593165,3.033619397,2.817059441,2.978554162,2.696044741,2.488719576,2.364125717,2.203459948,2.050604853,2.185880299,2.986467106,3.000131026,,,,,
Middle East & North Africa (IDA & IBRD countries),TMN,4.315664071,4.570584311,4.738289489,5.052256362,5.331172866,5.368935863,5.013382011,5.309085565,4.896634629,4.960328236,4.74210704,4.961597452,4.907737858,4.90724606,4.894624298,5.075438385,4.972729955,4.881142689,4.969855257,4.975335562,4.76962771,4.834978981,4.984737185,5.064412839,5.127120051,5.014548413,,,,
Tonga,TON,3.262850534,3.799192207,2.983749497,3.217173129,3.266637871,3.382578426,2.789229269,3.413364923,3.15465602,3.625462381,3.245524212,2.889221534,2.955099914,3.563310083,3.351212047,3.292429766,3.811640028,3.565032255,3.695193258,3.953113751,3.240054224,2.92398593,2.936032814,3.142898987,3.071825441,3.028574128,,,,
South Asia (IDA & IBRD),TSA,7.507873996,7.641547721,7.511967443,7.403271293,7.245930198,7.154027679,6.918535138,6.925241078,6.720400178,6.588652213,6.494397722,6.331177741,6.243436448,5.984904894,5.857251388,5.589397542,5.404440439,5.276886523,5.291267489,5.355625489,5.130789896,5.022320532,4.966511177,4.77786576,4.750241608,4.555715038,,,,
Sub-Saharan Africa (IDA & IBRD countries),TSS,9.859546226,10.13996967,10.24687778,10.54434918,10.53971621,10.63319619,10.39175423,10.27322054,10.13043365,10.22337339,9.979101276,9.926022149,9.787922817,9.707019105,9.125674691,8.835769694,8.428560522,8.200098176,8.096598447,7.906948537,7.72439833,7.608458168,7.46934924,7.271686055,7.106238887,7.050619867,,,,
Trinidad and Tobago,TTO,16.91580603,16.37300331,18.30080326,17.7727327,17.26065313,16.21453714,17.91424473,15.68154393,16.84143808,18.20351822,17.9164779,19.20755055,19.36369387,18.92297488,18.40117094,19.89218648,19.60547194,19.90618103,18.69336603,19.76426913,21.14781169,20.80576672,20.00995059,20.02806129,19.14162488,19.08907174,,,,
Tunisia,TUN,4.459171439,4.250084784,4.383995434,4.175680057,4.374001475,4.32814671,4.222341265,4.130249008,4.296174948,4.187220267,4.144078052,4.213956244,4.214240722,4.135178676,4.103449927,3.895712242,3.896280018,3.77106099,3.773093025,3.557133105,3.858235849,3.772448519,3.797497811,3.773198668,3.701350884,3.775394242,,,,
Turkey,TUR,3.831013658,3.750091066,3.683726706,3.630021634,3.762434425,3.820101778,3.866858926,3.781764267,3.766804995,3.827594126,3.864808933,3.789750322,3.772265777,3.760043002,3.563843506,3.429587227,3.54905088,3.640029131,3.569576732,3.715613497,3.712574842,3.63227762,3.704419724,3.516697511,2.947927628,2.946746679,,,,
Tuvalu,TUV,3.450986422,3.350227712,3.335475749,3.22238036,3.125082875,3.324823162,3.683212932,3.43254008,3.164720197,3.260630443,3.339709419,3.36169402,3.551711985,3.618948893,4.030406203,4.235564912,3.296520769,5.299913025,3.181727893,4.305032709,3.879433531,2.733972094,3.691469777,3.644161721,3.697789024,3.910997784,,,,
Tanzania,TZA,11.1793606,11.17693869,11.25548146,11.42298745,11.44894774,11.58219884,11.21579529,10.93819763,11.23119577,11.38833135,11.45603768,11.41352911,11.19107236,10.88361189,10.70359103,10.36145509,10.25642697,9.790477984,9.587262538,9.353187889,9.243744447,9.05592876,9.140973101,8.830209671,8.535183879,8.344200905,,,,
Uganda,UGA,20.87687043,20.23257945,20.04850721,18.87119496,18.06633265,16.53209055,15.44022064,14.94014859,14.42917883,13.54842043,13.3743962,12.96986034,12.13321924,11.6135004,11.1099865,10.74983381,9.918727367,9.408772604,8.820028535,8.411174454,8.250219636,7.881195548,7.51215179,7.458218532,7.029147697,9.640117484,,,,
Ukraine,UKR,19.38306309,21.18941682,20.41516742,21.0930582,23.32073418,26.22892446,26.69928018,26.3369117,25.38784466,25.31970423,23.68469499,21.73824892,20.89570248,20.37352012,18.07500645,17.4810192,15.65970025,14.72621393,13.9085926,13.88692618,15.40908556,13.99796852,13.52353475,12.82020066,12.48534484,11.79319991,,,,
Upper middle income,UMC,9.457282553,9.311270777,9.147648592,8.952797018,8.708258332,8.671653751,8.435117619,8.063790588,7.84766126,7.709167365,7.429545572,7.368679093,7.294967436,7.452458941,7.458456366,7.379299094,7.236061693,6.973994176,6.797702584,6.806249382,6.810131743,6.751851306,6.647411743,6.49397064,6.138981261,5.944179995,,,,
Uruguay,URY,3.07965096,3.225457663,3.302580228,3.002222301,2.673148495,2.900901097,3.028839621,2.834956038,2.791760751,3.107519304,3.027372722,2.761136128,2.801051641,2.762137479,2.991304068,2.869143917,2.966368082,2.769253157,3.389951444,3.233901068,2.968541153,3.051631606,3.093431262,2.9340066,2.893944677,3.093003656,,,,
United States,USA,8.666576704,8.743495377,8.612746992,8.529353209,8.351521686,8.234134917,8.109277706,7.839133863,7.569026358,7.425802697,7.335371396,7.128216809,7.082367871,6.904967491,6.790206059,6.60173784,6.369407404,6.367571447,6.22245169,6.084563271,6.072479221,5.90983675,5.692995246,5.676035631,5.621145713,5.40839254,,,,
Uzbekistan,UZB,31.22339268,32.5368519,34.49682794,36.7312827,38.33533369,35.48970444,36.08572011,34.88855189,37.17746779,36.60291176,34.95866724,33.76022639,33.80545539,31.36684856,28.70755696,24.86695533,23.67541373,21.38973838,20.45035415,16.79897753,15.1342064,15.31272439,14.47049542,11.89074847,11.0696613,9.993375387,,,,
St. Vincent and the Grenadines,VCT,2.188982502,2.057716751,2.105094178,2.421419864,2.870916003,2.84767149,2.869329607,2.777874394,3.219778373,3.140269547,2.784733418,3.223242451,3.264366468,3.189605761,3.360904372,3.292931146,3.054432931,3.163946584,2.958930247,4.112077954,3.099371669,2.829422005,3.457708801,2.821856744,2.832899125,2.927983809,,,,
"Venezuela, RB",VEN,5.774942291,5.496983947,5.797341852,5.384313624,6.391141172,5.767846072,6.159973989,5.765221378,6.052601922,6.136737845,6.082127076,6.087459594,7.249080609,7.226808434,6.508616641,5.887951373,5.963233613,5.077350642,5.393728661,5.583818193,6.309634806,5.622954348,5.787998504,5.375262887,5.473513518,4.723961089,,,,
British Virgin Islands,VGB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virgin Islands (U.S.),VIR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vietnam,VNM,7.548069803,7.220137446,6.936449819,6.963918885,6.402937182,6.233387925,6.020534281,5.998655652,6.044260616,5.936789285,5.848907619,5.873804896,6.028621862,5.921064484,6.110961321,6.015164338,5.761763366,5.787206437,5.856437101,6.062415006,6.324391502,5.96740525,5.744260291,5.618759203,5.745538499,5.944876024,,,,
Vanuatu,VUT,3.127880039,3.033971488,2.845318806,2.824117027,2.589593419,2.661605669,3.178264273,3.120660217,2.817010107,4.212693184,3.976876647,4.216163792,4.151330391,4.10132389,3.288395518,3.122981174,2.699438263,3.755814378,3.510943283,3.894686011,3.872881022,3.992673663,3.690775035,3.498374681,4.298013877,3.865568055,,,,
World,WLD,7.581214532,7.54989061,7.433860228,7.382572298,7.223151513,7.185135297,7.092223775,6.882024492,6.74619383,6.650079596,6.496388729,6.417250438,6.373293723,6.364277587,6.303115891,6.18529597,6.039419985,5.884601366,5.794957148,5.778445072,5.795659607,5.661922152,5.585845875,5.486149531,5.283792563,5.131163068,,,,
Samoa,WSM,4.343978645,4.517851681,4.672895284,4.535102359,4.737421972,4.549437805,4.432445855,4.470923428,4.422487675,4.4659453,4.436438932,4.298734652,4.247103292,4.159922493,3.998078632,3.956995155,4.060621736,4.050102323,4.149476612,4.453687201,4.530639953,4.042536665,4.057464707,4.310660786,4.259010114,5.212621934,,,,
Kosovo,XKX,,,,,,,,,,,8.206863186,7.957430805,7.979409838,7.926726725,7.768329516,7.110759732,6.875895816,6.664648405,7.034548352,7.48019001,7.420870162,7.187143875,6.548576806,6.30273267,,,,,,
"Yemen, Rep.",YEM,2.593639497,2.96955663,2.997347489,2.494672121,2.440576312,2.614066764,2.550797313,2.575680818,2.596034612,2.823601865,2.823131447,3.016477459,2.811400744,3.01083233,3.160727174,3.188304185,3.308474124,3.133247016,3.176675993,3.380211121,3.165451002,3.16117742,2.790347224,3.693556511,3.21140525,2.050356491,,,,
